session_id,product_id,position,clicked,price_pln,category,quality_score,user_preferred_category
2217,prod_2217_1,1,1,634.22,Odziez,0.685,Odziez
2217,prod_2217_2,2,0,259.16,Odziez,0.286,Odziez
2217,prod_2217_3,3,0,116.49,Odziez,0.229,Odziez
2217,prod_2217_4,4,0,214.3,Odziez,0.3,Odziez
2217,prod_2217_5,5,0,166.98,Odziez,0.398,Odziez
2217,prod_2217_6,6,0,267.04,Odziez,0.546,Odziez
2217,prod_2217_7,7,0,151.69,Odziez,0.352,Odziez
2217,prod_2217_8,8,0,266.69,Odziez,0.746,Odziez
2217,prod_2217_9,9,0,103.91,Odziez,0.184,Odziez
2218,prod_2218_1,1,0,143.54,Ksiazki,0.475,Ksiazki
2218,prod_2218_2,2,0,82.18,Ksiazki,0.689,Ksiazki
2218,prod_2218_3,3,0,160.33,Ksiazki,0.56,Ksiazki
2218,prod_2218_4,4,0,164.66,Ksiazki,0.937,Ksiazki
2218,prod_2218_5,5,0,324.27,Ksiazki,0.128,Ksiazki
2218,prod_2218_6,6,0,143.42,Ksiazki,0.837,Ksiazki
2218,prod_2218_7,7,0,137.73,Ksiazki,0.1,Ksiazki
2218,prod_2218_8,8,0,68.09,Ksiazki,0.555,Ksiazki
2218,prod_2218_9,9,0,495.25,Ksiazki,0.531,Ksiazki
2218,prod_2218_10,10,0,469.0,Ksiazki,0.1,Ksiazki
2219,prod_2219_1,1,1,278.11,Elektronika,0.621,Elektronika
2219,prod_2219_2,2,0,158.11,Elektronika,0.821,Elektronika
2219,prod_2219_3,3,1,147.27,Elektronika,0.311,Elektronika
2219,prod_2219_4,4,1,1412.96,Elektronika,0.654,Elektronika
2219,prod_2219_5,5,0,401.02,Elektronika,0.344,Elektronika
2220,prod_2220_1,1,0,725.61,Elektronika,0.262,Elektronika
2220,prod_2220_2,2,0,214.26,Ksiazki,0.199,Elektronika
2220,prod_2220_3,3,1,55.13,Elektronika,0.79,Elektronika
2220,prod_2220_4,4,0,1506.1,Elektronika,0.473,Elektronika
2220,prod_2220_5,5,0,477.54,Elektronika,0.964,Elektronika
2220,prod_2220_6,6,0,567.16,Ksiazki,0.191,Elektronika
2220,prod_2220_7,7,0,573.8,Elektronika,0.255,Elektronika
2220,prod_2220_8,8,0,290.83,Elektronika,0.478,Elektronika
2220,prod_2220_9,9,0,311.57,Ksiazki,0.225,Elektronika
2220,prod_2220_10,10,0,712.35,Ksiazki,0.775,Elektronika
2220,prod_2220_11,11,0,155.03,Elektronika,0.562,Elektronika
2221,prod_2221_1,1,1,252.43,Elektronika,0.526,Elektronika
2221,prod_2221_2,2,0,865.56,Elektronika,0.63,Elektronika
2221,prod_2221_3,3,0,116.14,Odziez,0.784,Elektronika
2221,prod_2221_4,4,0,87.3,Elektronika,0.607,Elektronika
2221,prod_2221_5,5,0,183.38,Elektronika,0.698,Elektronika
2221,prod_2221_6,6,0,80.06,Ksiazki,0.614,Elektronika
2221,prod_2221_7,7,0,858.54,Elektronika,0.467,Elektronika
2221,prod_2221_8,8,0,214.39,Odziez,0.457,Elektronika
2222,prod_2222_1,1,1,269.13,Odziez,0.844,Odziez
2222,prod_2222_2,2,0,133.62,Odziez,0.863,Odziez
2222,prod_2222_3,3,0,464.87,Odziez,0.248,Odziez
2222,prod_2222_4,4,0,68.13,Odziez,0.444,Odziez
2222,prod_2222_5,5,0,301.31,Odziez,0.705,Odziez
2222,prod_2222_6,6,0,437.97,Odziez,0.477,Odziez
2222,prod_2222_7,7,0,211.86,Elektronika,0.14,Odziez
2223,prod_2223_1,1,0,338.16,Elektronika,0.313,Elektronika
2223,prod_2223_2,2,0,775.01,Elektronika,0.223,Elektronika
2223,prod_2223_3,3,0,119.42,Elektronika,0.611,Elektronika
2223,prod_2223_4,4,0,446.97,Elektronika,0.438,Elektronika
2223,prod_2223_5,5,0,417.03,Elektronika,0.357,Elektronika
2223,prod_2223_6,6,0,159.02,Elektronika,0.142,Elektronika
2223,prod_2223_7,7,0,45.91,Elektronika,0.679,Elektronika
2223,prod_2223_8,8,0,155.95,Elektronika,0.285,Elektronika
2223,prod_2223_9,9,0,414.69,Elektronika,0.468,Elektronika
2223,prod_2223_10,10,0,330.55,Elektronika,0.412,Elektronika
2223,prod_2223_11,11,0,184.13,Elektronika,0.733,Elektronika
2223,prod_2223_12,12,0,225.45,Elektronika,0.401,Elektronika
2224,prod_2224_1,1,1,285.68,Odziez,0.577,Odziez
2224,prod_2224_2,2,0,67.98,Odziez,0.268,Odziez
2224,prod_2224_3,3,0,1897.12,Odziez,0.875,Odziez
2224,prod_2224_4,4,0,158.65,Odziez,0.291,Odziez
2224,prod_2224_5,5,0,171.42,Odziez,0.623,Odziez
2224,prod_2224_6,6,0,524.93,Odziez,0.674,Odziez
2224,prod_2224_7,7,0,952.34,Ksiazki,0.423,Odziez
2224,prod_2224_8,8,0,305.99,Odziez,0.271,Odziez
2225,prod_2225_1,1,0,29.43,Elektronika,0.113,Elektronika
2225,prod_2225_2,2,0,436.74,Elektronika,0.1,Elektronika
2225,prod_2225_3,3,0,925.39,Elektronika,0.709,Elektronika
2225,prod_2225_4,4,0,189.04,Odziez,0.865,Elektronika
2225,prod_2225_5,5,1,186.62,Elektronika,0.848,Elektronika
2225,prod_2225_6,6,0,630.74,Odziez,0.485,Elektronika
2226,prod_2226_1,1,0,157.14,Odziez,0.126,Odziez
2226,prod_2226_2,2,0,602.09,Odziez,0.617,Odziez
2226,prod_2226_3,3,0,46.24,Odziez,0.545,Odziez
2226,prod_2226_4,4,0,160.37,Odziez,0.623,Odziez
2226,prod_2226_5,5,0,326.33,Odziez,0.517,Odziez
2227,prod_2227_1,1,0,62.77,Ksiazki,0.616,Ksiazki
2227,prod_2227_2,2,0,251.53,Ksiazki,0.672,Ksiazki
2227,prod_2227_3,3,0,55.57,Ksiazki,0.559,Ksiazki
2227,prod_2227_4,4,0,685.71,Ksiazki,0.568,Ksiazki
2227,prod_2227_5,5,0,352.59,Ksiazki,0.437,Ksiazki
2227,prod_2227_6,6,0,161.59,Ksiazki,0.818,Ksiazki
2227,prod_2227_7,7,0,73.67,Ksiazki,0.528,Ksiazki
2227,prod_2227_8,8,0,300.53,Ksiazki,0.314,Ksiazki
2227,prod_2227_9,9,0,185.9,Ksiazki,0.516,Ksiazki
2227,prod_2227_10,10,0,381.34,Ksiazki,0.351,Ksiazki
2228,prod_2228_1,1,0,585.32,Elektronika,0.185,Elektronika
2228,prod_2228_2,2,0,288.59,Ksiazki,0.806,Elektronika
2228,prod_2228_3,3,0,822.58,Elektronika,0.773,Elektronika
2228,prod_2228_4,4,0,343.8,Elektronika,0.65,Elektronika
2228,prod_2228_5,5,0,546.26,Elektronika,0.307,Elektronika
2228,prod_2228_6,6,0,240.92,Elektronika,0.302,Elektronika
2228,prod_2228_7,7,0,34.88,Elektronika,0.51,Elektronika
2229,prod_2229_1,1,0,241.09,Odziez,0.407,Odziez
2229,prod_2229_2,2,0,272.71,Odziez,0.572,Odziez
2229,prod_2229_3,3,0,134.41,Odziez,0.654,Odziez
2229,prod_2229_4,4,0,305.92,Odziez,0.45,Odziez
2229,prod_2229_5,5,0,35.71,Odziez,0.273,Odziez
2229,prod_2229_6,6,0,100.31,Ksiazki,0.817,Odziez
2229,prod_2229_7,7,0,170.82,Odziez,0.591,Odziez
2229,prod_2229_8,8,0,212.37,Ksiazki,0.761,Odziez
2229,prod_2229_9,9,0,491.93,Odziez,0.477,Odziez
2229,prod_2229_10,10,0,174.66,Odziez,0.118,Odziez
2229,prod_2229_11,11,0,218.52,Odziez,0.679,Odziez
2229,prod_2229_12,12,0,403.03,Odziez,0.355,Odziez
2230,prod_2230_1,1,0,144.78,Elektronika,0.438,Elektronika
2230,prod_2230_2,2,1,35.88,Elektronika,0.352,Elektronika
2230,prod_2230_3,3,0,969.2,Elektronika,0.856,Elektronika
2230,prod_2230_4,4,1,77.66,Elektronika,0.1,Elektronika
2230,prod_2230_5,5,0,130.35,Odziez,0.907,Elektronika
2230,prod_2230_6,6,0,410.7,Elektronika,0.778,Elektronika
2230,prod_2230_7,7,0,619.12,Elektronika,0.22,Elektronika
2230,prod_2230_8,8,0,89.82,Elektronika,0.202,Elektronika
2230,prod_2230_9,9,0,206.7,Odziez,0.514,Elektronika
2231,prod_2231_1,1,1,497.27,Ksiazki,0.436,Ksiazki
2231,prod_2231_2,2,0,161.92,Ksiazki,0.205,Ksiazki
2231,prod_2231_3,3,0,203.5,Ksiazki,0.489,Ksiazki
2231,prod_2231_4,4,0,162.92,Elektronika,0.135,Ksiazki
2231,prod_2231_5,5,0,680.85,Ksiazki,0.542,Ksiazki
2231,prod_2231_6,6,0,590.74,Ksiazki,0.327,Ksiazki
2231,prod_2231_7,7,0,764.21,Ksiazki,0.304,Ksiazki
2231,prod_2231_8,8,0,513.79,Ksiazki,0.768,Ksiazki
2231,prod_2231_9,9,0,32.76,Ksiazki,0.113,Ksiazki
2231,prod_2231_10,10,0,251.25,Ksiazki,0.705,Ksiazki
2232,prod_2232_1,1,1,242.76,Odziez,0.843,Odziez
2232,prod_2232_2,2,1,275.8,Odziez,0.648,Odziez
2232,prod_2232_3,3,0,159.33,Odziez,0.707,Odziez
2232,prod_2232_4,4,0,497.29,Odziez,0.265,Odziez
2232,prod_2232_5,5,0,363.75,Odziez,0.367,Odziez
2232,prod_2232_6,6,0,1907.18,Odziez,0.676,Odziez
2232,prod_2232_7,7,0,190.83,Odziez,0.516,Odziez
2232,prod_2232_8,8,0,146.02,Odziez,0.854,Odziez
2232,prod_2232_9,9,1,1192.89,Odziez,0.186,Odziez
2232,prod_2232_10,10,0,21.53,Odziez,0.72,Odziez
2232,prod_2232_11,11,0,60.89,Odziez,0.584,Odziez
2233,prod_2233_1,1,0,149.55,Odziez,0.536,Ksiazki
2233,prod_2233_2,2,0,1475.23,Odziez,0.754,Ksiazki
2233,prod_2233_3,3,0,271.48,Ksiazki,0.373,Ksiazki
2233,prod_2233_4,4,0,651.63,Ksiazki,0.794,Ksiazki
2233,prod_2233_5,5,0,314.63,Ksiazki,0.1,Ksiazki
2233,prod_2233_6,6,0,376.59,Ksiazki,0.21,Ksiazki
2233,prod_2233_7,7,0,263.71,Ksiazki,0.396,Ksiazki
2233,prod_2233_8,8,0,89.62,Ksiazki,0.311,Ksiazki
2233,prod_2233_9,9,0,271.72,Ksiazki,0.588,Ksiazki
2233,prod_2233_10,10,0,173.57,Ksiazki,0.252,Ksiazki
2233,prod_2233_11,11,0,143.83,Elektronika,0.461,Ksiazki
2234,prod_2234_1,1,0,1420.84,Ksiazki,0.578,Ksiazki
2234,prod_2234_2,2,0,86.48,Ksiazki,0.189,Ksiazki
2234,prod_2234_3,3,0,698.14,Ksiazki,0.809,Ksiazki
2234,prod_2234_4,4,0,81.56,Odziez,0.21,Ksiazki
2234,prod_2234_5,5,0,630.84,Ksiazki,0.51,Ksiazki
2235,prod_2235_1,1,0,734.34,Elektronika,0.46,Elektronika
2235,prod_2235_2,2,0,75.02,Elektronika,0.297,Elektronika
2235,prod_2235_3,3,0,343.35,Elektronika,0.56,Elektronika
2235,prod_2235_4,4,0,849.53,Ksiazki,0.535,Elektronika
2235,prod_2235_5,5,0,121.91,Elektronika,0.4,Elektronika
2235,prod_2235_6,6,0,527.4,Elektronika,0.307,Elektronika
2235,prod_2235_7,7,0,202.55,Elektronika,0.519,Elektronika
2235,prod_2235_8,8,0,771.96,Elektronika,0.426,Elektronika
2235,prod_2235_9,9,0,131.29,Elektronika,0.472,Elektronika
2235,prod_2235_10,10,0,345.15,Elektronika,0.78,Elektronika
2235,prod_2235_11,11,0,216.1,Ksiazki,0.516,Elektronika
2236,prod_2236_1,1,1,79.24,Elektronika,0.554,Elektronika
2236,prod_2236_2,2,0,1362.65,Elektronika,0.718,Elektronika
2236,prod_2236_3,3,0,290.84,Elektronika,0.558,Elektronika
2236,prod_2236_4,4,0,427.0,Elektronika,0.314,Elektronika
2236,prod_2236_5,5,0,1743.4,Elektronika,0.122,Elektronika
2237,prod_2237_1,1,0,919.03,Elektronika,0.37,Ksiazki
2237,prod_2237_2,2,0,101.17,Odziez,0.368,Ksiazki
2237,prod_2237_3,3,1,325.1,Ksiazki,0.802,Ksiazki
2237,prod_2237_4,4,1,75.73,Ksiazki,0.857,Ksiazki
2237,prod_2237_5,5,0,379.36,Ksiazki,0.764,Ksiazki
2237,prod_2237_6,6,0,134.15,Elektronika,0.148,Ksiazki
2237,prod_2237_7,7,0,412.75,Ksiazki,0.332,Ksiazki
2237,prod_2237_8,8,0,163.02,Ksiazki,0.58,Ksiazki
2237,prod_2237_9,9,0,158.09,Ksiazki,0.749,Ksiazki
2237,prod_2237_10,10,0,535.42,Ksiazki,0.357,Ksiazki
2238,prod_2238_1,1,1,425.85,Odziez,0.759,Odziez
2238,prod_2238_2,2,0,460.29,Odziez,0.313,Odziez
2238,prod_2238_3,3,0,1242.81,Odziez,0.584,Odziez
2238,prod_2238_4,4,1,956.28,Odziez,0.728,Odziez
2238,prod_2238_5,5,0,98.97,Odziez,0.458,Odziez
2238,prod_2238_6,6,0,107.55,Odziez,0.912,Odziez
2238,prod_2238_7,7,0,533.67,Ksiazki,0.83,Odziez
2238,prod_2238_8,8,0,124.19,Odziez,0.47,Odziez
2239,prod_2239_1,1,0,694.61,Ksiazki,0.1,Ksiazki
2239,prod_2239_2,2,0,188.26,Ksiazki,0.354,Ksiazki
2239,prod_2239_3,3,0,109.45,Ksiazki,0.329,Ksiazki
2239,prod_2239_4,4,0,358.37,Ksiazki,0.373,Ksiazki
2239,prod_2239_5,5,0,188.69,Ksiazki,0.385,Ksiazki
2239,prod_2239_6,6,0,262.89,Ksiazki,0.752,Ksiazki
2239,prod_2239_7,7,0,699.94,Ksiazki,0.691,Ksiazki
2239,prod_2239_8,8,0,671.45,Odziez,0.385,Ksiazki
2239,prod_2239_9,9,0,407.06,Ksiazki,0.695,Ksiazki
2239,prod_2239_10,10,0,3811.7,Odziez,0.665,Ksiazki
2239,prod_2239_11,11,0,72.64,Ksiazki,0.369,Ksiazki
2240,prod_2240_1,1,1,115.07,Elektronika,0.656,Elektronika
2240,prod_2240_2,2,0,1224.55,Elektronika,0.221,Elektronika
2240,prod_2240_3,3,0,359.08,Elektronika,0.421,Elektronika
2240,prod_2240_4,4,0,220.85,Elektronika,0.683,Elektronika
2240,prod_2240_5,5,0,125.45,Elektronika,0.469,Elektronika
2240,prod_2240_6,6,0,108.42,Elektronika,0.472,Elektronika
2240,prod_2240_7,7,0,325.45,Elektronika,0.379,Elektronika
2240,prod_2240_8,8,0,25.01,Ksiazki,0.457,Elektronika
2241,prod_2241_1,1,1,331.24,Ksiazki,0.592,Ksiazki
2241,prod_2241_2,2,0,52.15,Ksiazki,0.815,Ksiazki
2241,prod_2241_3,3,0,366.88,Ksiazki,0.696,Ksiazki
2241,prod_2241_4,4,0,347.06,Odziez,0.669,Ksiazki
2241,prod_2241_5,5,0,231.16,Ksiazki,0.47,Ksiazki
2241,prod_2241_6,6,0,40.21,Ksiazki,0.646,Ksiazki
2242,prod_2242_1,1,0,119.61,Ksiazki,0.222,Ksiazki
2242,prod_2242_2,2,0,148.21,Ksiazki,0.443,Ksiazki
2242,prod_2242_3,3,0,129.52,Ksiazki,0.279,Ksiazki
2242,prod_2242_4,4,0,45.54,Ksiazki,0.701,Ksiazki
2242,prod_2242_5,5,0,349.25,Ksiazki,0.718,Ksiazki
2242,prod_2242_6,6,0,190.55,Ksiazki,0.754,Ksiazki
2242,prod_2242_7,7,0,55.61,Odziez,0.676,Ksiazki
2242,prod_2242_8,8,0,1028.95,Ksiazki,0.654,Ksiazki
2242,prod_2242_9,9,0,162.56,Ksiazki,0.222,Ksiazki
2242,prod_2242_10,10,0,833.71,Ksiazki,0.743,Ksiazki
2243,prod_2243_1,1,0,88.51,Elektronika,0.453,Elektronika
2243,prod_2243_2,2,0,284.2,Elektronika,0.602,Elektronika
2243,prod_2243_3,3,0,207.23,Elektronika,0.154,Elektronika
2243,prod_2243_4,4,0,135.01,Ksiazki,0.231,Elektronika
2243,prod_2243_5,5,0,161.21,Elektronika,0.198,Elektronika
2244,prod_2244_1,1,1,163.31,Elektronika,0.112,Elektronika
2244,prod_2244_2,2,0,1743.78,Odziez,0.384,Elektronika
2244,prod_2244_3,3,0,987.84,Ksiazki,0.741,Elektronika
2244,prod_2244_4,4,0,841.93,Elektronika,0.258,Elektronika
2244,prod_2244_5,5,0,224.95,Elektronika,0.369,Elektronika
2244,prod_2244_6,6,0,83.42,Elektronika,0.114,Elektronika
2244,prod_2244_7,7,0,381.37,Ksiazki,0.52,Elektronika
2244,prod_2244_8,8,0,66.97,Elektronika,0.316,Elektronika
2244,prod_2244_9,9,0,260.36,Elektronika,0.564,Elektronika
2244,prod_2244_10,10,0,211.65,Elektronika,0.607,Elektronika
2245,prod_2245_1,1,0,752.48,Elektronika,0.667,Elektronika
2245,prod_2245_2,2,0,154.67,Ksiazki,0.1,Elektronika
2245,prod_2245_3,3,0,329.16,Elektronika,0.6,Elektronika
2245,prod_2245_4,4,0,89.09,Elektronika,0.2,Elektronika
2245,prod_2245_5,5,0,197.41,Elektronika,0.725,Elektronika
2245,prod_2245_6,6,0,578.82,Odziez,0.1,Elektronika
2245,prod_2245_7,7,0,101.05,Elektronika,0.957,Elektronika
2245,prod_2245_8,8,0,306.09,Elektronika,0.179,Elektronika
2245,prod_2245_9,9,0,493.38,Elektronika,0.5,Elektronika
2246,prod_2246_1,1,0,236.17,Odziez,0.428,Odziez
2246,prod_2246_2,2,0,591.92,Odziez,0.828,Odziez
2246,prod_2246_3,3,0,203.52,Odziez,0.693,Odziez
2246,prod_2246_4,4,0,307.43,Odziez,0.685,Odziez
2246,prod_2246_5,5,0,255.34,Elektronika,0.258,Odziez
2246,prod_2246_6,6,0,70.89,Odziez,0.812,Odziez
2246,prod_2246_7,7,0,197.29,Odziez,0.867,Odziez
2246,prod_2246_8,8,0,1052.1,Odziez,0.409,Odziez
2246,prod_2246_9,9,0,72.21,Odziez,0.583,Odziez
2246,prod_2246_10,10,0,459.3,Elektronika,0.397,Odziez
2246,prod_2246_11,11,0,878.22,Odziez,0.768,Odziez
2247,prod_2247_1,1,0,559.63,Ksiazki,0.116,Ksiazki
2247,prod_2247_2,2,0,797.72,Ksiazki,0.736,Ksiazki
2247,prod_2247_3,3,0,153.11,Odziez,0.601,Ksiazki
2247,prod_2247_4,4,0,49.1,Ksiazki,0.393,Ksiazki
2247,prod_2247_5,5,0,813.06,Ksiazki,0.732,Ksiazki
2247,prod_2247_6,6,0,114.67,Ksiazki,0.866,Ksiazki
2247,prod_2247_7,7,0,214.91,Elektronika,0.344,Ksiazki
2247,prod_2247_8,8,0,134.48,Ksiazki,0.138,Ksiazki
2247,prod_2247_9,9,0,241.32,Ksiazki,0.211,Ksiazki
2247,prod_2247_10,10,0,56.51,Ksiazki,0.491,Ksiazki
2247,prod_2247_11,11,0,499.34,Ksiazki,0.865,Ksiazki
2247,prod_2247_12,12,0,93.54,Ksiazki,0.34,Ksiazki
2248,prod_2248_1,1,0,467.56,Ksiazki,0.46,Ksiazki
2248,prod_2248_2,2,0,243.14,Ksiazki,0.1,Ksiazki
2248,prod_2248_3,3,0,108.67,Ksiazki,0.469,Ksiazki
2248,prod_2248_4,4,0,203.37,Ksiazki,0.347,Ksiazki
2248,prod_2248_5,5,0,709.04,Ksiazki,0.72,Ksiazki
2249,prod_2249_1,1,0,410.85,Ksiazki,0.426,Elektronika
2249,prod_2249_2,2,0,714.44,Elektronika,0.556,Elektronika
2249,prod_2249_3,3,0,320.1,Elektronika,0.321,Elektronika
2249,prod_2249_4,4,1,570.28,Elektronika,0.552,Elektronika
2249,prod_2249_5,5,0,643.03,Elektronika,0.112,Elektronika
2249,prod_2249_6,6,0,222.67,Odziez,0.309,Elektronika
2249,prod_2249_7,7,0,160.82,Elektronika,0.399,Elektronika
2250,prod_2250_1,1,1,112.83,Elektronika,0.586,Elektronika
2250,prod_2250_2,2,0,72.76,Odziez,0.808,Elektronika
2250,prod_2250_3,3,0,1435.02,Odziez,0.681,Elektronika
2250,prod_2250_4,4,0,485.93,Elektronika,0.528,Elektronika
2250,prod_2250_5,5,0,421.44,Elektronika,0.475,Elektronika
2250,prod_2250_6,6,0,23.42,Elektronika,0.46,Elektronika
2250,prod_2250_7,7,1,1358.25,Elektronika,0.698,Elektronika
2250,prod_2250_8,8,0,663.94,Elektronika,0.888,Elektronika
2251,prod_2251_1,1,0,54.07,Ksiazki,0.526,Ksiazki
2251,prod_2251_2,2,0,134.0,Ksiazki,0.969,Ksiazki
2251,prod_2251_3,3,0,59.79,Elektronika,0.632,Ksiazki
2251,prod_2251_4,4,0,740.63,Ksiazki,0.206,Ksiazki
2251,prod_2251_5,5,0,500.48,Elektronika,0.1,Ksiazki
2252,prod_2252_1,1,0,170.25,Elektronika,0.516,Elektronika
2252,prod_2252_2,2,0,144.48,Elektronika,0.407,Elektronika
2252,prod_2252_3,3,0,211.91,Elektronika,0.228,Elektronika
2252,prod_2252_4,4,0,359.26,Ksiazki,0.452,Elektronika
2252,prod_2252_5,5,0,159.87,Elektronika,0.364,Elektronika
2252,prod_2252_6,6,1,39.29,Elektronika,0.709,Elektronika
2253,prod_2253_1,1,0,96.24,Elektronika,0.172,Elektronika
2253,prod_2253_2,2,0,75.92,Elektronika,0.625,Elektronika
2253,prod_2253_3,3,0,120.37,Elektronika,0.32,Elektronika
2253,prod_2253_4,4,1,242.44,Elektronika,0.853,Elektronika
2253,prod_2253_5,5,0,336.64,Odziez,0.14,Elektronika
2253,prod_2253_6,6,0,371.23,Elektronika,0.182,Elektronika
2253,prod_2253_7,7,0,822.94,Elektronika,0.322,Elektronika
2253,prod_2253_8,8,0,269.2,Elektronika,0.154,Elektronika
2253,prod_2253_9,9,0,1111.58,Elektronika,0.6,Elektronika
2253,prod_2253_10,10,0,43.27,Odziez,0.494,Elektronika
2253,prod_2253_11,11,0,1344.44,Elektronika,0.349,Elektronika
2253,prod_2253_12,12,0,410.94,Elektronika,0.607,Elektronika
2254,prod_2254_1,1,0,636.16,Elektronika,0.129,Elektronika
2254,prod_2254_2,2,0,1782.12,Elektronika,0.395,Elektronika
2254,prod_2254_3,3,0,162.83,Elektronika,0.318,Elektronika
2254,prod_2254_4,4,0,180.03,Odziez,0.338,Elektronika
2254,prod_2254_5,5,0,347.9,Elektronika,0.561,Elektronika
2254,prod_2254_6,6,0,260.26,Elektronika,0.453,Elektronika
2254,prod_2254_7,7,0,39.28,Elektronika,0.326,Elektronika
2254,prod_2254_8,8,0,239.9,Elektronika,0.767,Elektronika
2255,prod_2255_1,1,0,518.11,Odziez,0.837,Odziez
2255,prod_2255_2,2,0,444.73,Elektronika,0.506,Odziez
2255,prod_2255_3,3,0,537.83,Odziez,0.581,Odziez
2255,prod_2255_4,4,0,329.65,Ksiazki,0.697,Odziez
2255,prod_2255_5,5,0,212.49,Ksiazki,0.705,Odziez
2256,prod_2256_1,1,0,256.2,Odziez,0.231,Odziez
2256,prod_2256_2,2,0,814.42,Odziez,0.579,Odziez
2256,prod_2256_3,3,0,276.4,Odziez,0.671,Odziez
2256,prod_2256_4,4,0,169.13,Odziez,0.778,Odziez
2256,prod_2256_5,5,0,258.74,Odziez,0.618,Odziez
2257,prod_2257_1,1,0,348.77,Elektronika,0.538,Elektronika
2257,prod_2257_2,2,0,232.34,Elektronika,0.234,Elektronika
2257,prod_2257_3,3,0,80.83,Elektronika,0.636,Elektronika
2257,prod_2257_4,4,0,391.85,Elektronika,0.663,Elektronika
2257,prod_2257_5,5,0,661.84,Ksiazki,0.338,Elektronika
2257,prod_2257_6,6,0,241.95,Elektronika,0.35,Elektronika
2257,prod_2257_7,7,0,390.13,Elektronika,0.975,Elektronika
2257,prod_2257_8,8,0,180.34,Elektronika,0.1,Elektronika
2257,prod_2257_9,9,0,618.17,Elektronika,0.255,Elektronika
2257,prod_2257_10,10,0,343.27,Odziez,0.434,Elektronika
2257,prod_2257_11,11,1,394.61,Elektronika,0.702,Elektronika
2257,prod_2257_12,12,0,196.68,Elektronika,0.499,Elektronika
2258,prod_2258_1,1,0,67.45,Odziez,0.415,Odziez
2258,prod_2258_2,2,0,400.72,Odziez,0.482,Odziez
2258,prod_2258_3,3,0,400.52,Elektronika,0.5,Odziez
2258,prod_2258_4,4,0,88.05,Odziez,0.521,Odziez
2258,prod_2258_5,5,0,307.89,Odziez,0.822,Odziez
2258,prod_2258_6,6,0,347.22,Ksiazki,0.214,Odziez
2258,prod_2258_7,7,0,37.24,Odziez,0.587,Odziez
2258,prod_2258_8,8,0,497.71,Odziez,0.694,Odziez
2259,prod_2259_1,1,0,583.51,Ksiazki,0.861,Elektronika
2259,prod_2259_2,2,0,431.21,Elektronika,0.892,Elektronika
2259,prod_2259_3,3,0,383.45,Elektronika,0.682,Elektronika
2259,prod_2259_4,4,0,40.25,Elektronika,0.662,Elektronika
2259,prod_2259_5,5,0,1594.71,Elektronika,0.78,Elektronika
2259,prod_2259_6,6,1,587.75,Elektronika,0.609,Elektronika
2259,prod_2259_7,7,0,440.68,Elektronika,0.764,Elektronika
2259,prod_2259_8,8,0,154.24,Odziez,0.899,Elektronika
2259,prod_2259_9,9,0,32.42,Elektronika,0.522,Elektronika
2259,prod_2259_10,10,0,271.32,Elektronika,0.189,Elektronika
2259,prod_2259_11,11,0,847.7,Elektronika,0.437,Elektronika
2259,prod_2259_12,12,0,747.19,Ksiazki,0.465,Elektronika
2260,prod_2260_1,1,0,824.55,Odziez,0.111,Odziez
2260,prod_2260_2,2,0,79.81,Odziez,0.524,Odziez
2260,prod_2260_3,3,1,862.02,Odziez,0.452,Odziez
2260,prod_2260_4,4,0,240.59,Odziez,0.748,Odziez
2260,prod_2260_5,5,0,81.51,Elektronika,0.239,Odziez
2260,prod_2260_6,6,0,113.45,Ksiazki,0.702,Odziez
2260,prod_2260_7,7,0,373.05,Elektronika,0.215,Odziez
2260,prod_2260_8,8,0,196.15,Odziez,0.838,Odziez
2261,prod_2261_1,1,0,905.87,Ksiazki,0.331,Elektronika
2261,prod_2261_2,2,0,61.38,Elektronika,0.616,Elektronika
2261,prod_2261_3,3,0,284.16,Ksiazki,0.862,Elektronika
2261,prod_2261_4,4,0,53.43,Elektronika,0.941,Elektronika
2261,prod_2261_5,5,0,1835.12,Ksiazki,0.821,Elektronika
2261,prod_2261_6,6,0,96.83,Elektronika,0.381,Elektronika
2261,prod_2261_7,7,0,190.43,Elektronika,0.624,Elektronika
2261,prod_2261_8,8,0,420.08,Elektronika,0.484,Elektronika
2261,prod_2261_9,9,0,107.44,Ksiazki,0.518,Elektronika
2261,prod_2261_10,10,0,74.94,Elektronika,0.494,Elektronika
2261,prod_2261_11,11,0,1139.78,Elektronika,0.515,Elektronika
2261,prod_2261_12,12,1,70.32,Elektronika,0.769,Elektronika
2262,prod_2262_1,1,0,160.72,Elektronika,0.783,Elektronika
2262,prod_2262_2,2,1,219.66,Elektronika,0.788,Elektronika
2262,prod_2262_3,3,0,413.29,Elektronika,0.432,Elektronika
2262,prod_2262_4,4,0,192.04,Odziez,0.653,Elektronika
2262,prod_2262_5,5,0,100.93,Odziez,0.832,Elektronika
2262,prod_2262_6,6,0,77.05,Elektronika,0.546,Elektronika
2262,prod_2262_7,7,0,204.23,Elektronika,0.362,Elektronika
2262,prod_2262_8,8,0,131.01,Elektronika,0.798,Elektronika
2262,prod_2262_9,9,0,528.55,Elektronika,0.202,Elektronika
2262,prod_2262_10,10,0,186.17,Elektronika,0.53,Elektronika
2262,prod_2262_11,11,0,248.36,Elektronika,0.334,Elektronika
2262,prod_2262_12,12,0,324.02,Elektronika,0.28,Elektronika
